标准化机构名称,机构类型,分类依据,关联文献数,涉及阶段数,是否Top100,TOPSIS综合排名,TOPSIS综合得分,机构层级
明志科技大学,高校/科研院所,高校强特征:大学,16,3,0,,,
明斯特大学,高校/科研院所,高校强特征:大学,16,3,0,,,
明知大学,高校/科研院所,高校强特征:大学,11,3,0,,,
晋煤集团寺河矿,企业研发中心,企业关键词:集团,1,1,0,,,
晋煤集团技术研究院,企业研发中心,企业关键词:集团,1,1,0,,,
普利茅斯大学,高校/科研院所,高校强特征:大学,7,3,0,,,
普林斯顿大学,高校/科研院所,高校强特征:大学,67,3,0,,,
普渡大学,高校/科研院所,高校强特征:大学,69,3,0,,,
普瓦捷大学,高校/科研院所,高校强特征:大学,28,3,0,,,
智利大学,高校/科研院所,高校强特征:大学,15,2,0,,,
智利宗座天主教大学,高校/科研院所,高校强特征:大学,15,2,0,,,
暨南大学,高校/科研院所,高校强特征:大学,85,3,0,,,
曙光采油厂工艺研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
曲阜师范大学,高校/科研院所,高校强特征:大学,28,3,0,,,
曼尼托巴大学,高校/科研院所,高校强特征:大学,14,3,0,,,
曼彻斯特大学,高校/科研院所,高校强特征:大学,196,3,0,,,
曼彻斯特都会大学,高校/科研院所,高校强特征:大学,5,3,0,,,
曼苏拉大学,高校/科研院所,高校强特征:大学,42,3,0,,,
有色金属华东地质勘查局资源调查与评价研究院,高校/科研院所,高校科研关键词:研究院,1,1,0,,,
有色金属成矿预测与地质环境监测教育部重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
有色金属成矿预测教育部重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
朝鲜大学校,高校/科研院所,高校强特征:大学,11,2,0,,,
朝鲜金策工业综合大学,高校/科研院所,高校强特征:大学,1,1,0,,,
本-古里安大学,高校/科研院所,高校强特征:大学,24,3,0,,,
本哈大学,高校/科研院所,高校强特征:大学,19,3,0,,,
本地治里大学,高校/科研院所,高校强特征:大学,8,2,0,,,
朱拉隆功大学,高校/科研院所,高校强特征:大学,119,3,0,,,
朴茨茅斯大学,高校/科研院所,高校强特征:大学,11,3,0,,,
机械工业兰州石油钻采炼油化工设备质量检测所有限公司,企业研发中心,企业关键词:公司,4,1,0,,,
机械工业勘察设计研究院,高校/科研院所,高校科研关键词:研究院,1,1,0,,,
材料化学工程国家重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
杜伊斯堡-埃森大学,高校/科研院所,高校强特征:大学,31,3,0,,,
杜伦大学,高校/科研院所,高校强特征:大学,108,3,0,,,
杜克大学,高校/科研院所,高校强特征:大学,16,3,0,,,
杨百翰大学,高校/科研院所,高校强特征:大学,30,3,0,,,
杭州丰禾石油科技有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
杭州地质研究院,高校/科研院所,高校科研关键词:研究院,53,3,0,,,
杭州师范大学,高校/科研院所,高校强特征:大学,23,3,0,,,
杭州欧佩亚海洋工程有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
杭州瑞利勘测设备科技有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
杭州瑞利声电技术公司,企业研发中心,企业关键词:公司,1,1,0,,,
杭州电子科技大学,高校/科研院所,高校强特征:大学,23,3,0,,,
杭州石油地质研究院,高校/科研院所,高校科研关键词:研究院,11,2,0,,,
杭州研趣信息技术有限公司,企业研发中心,企业关键词:公司,14,1,0,,,
杰恩大学,高校/科研院所,高校强特征:大学,13,2,0,,,
杰瑞石油开发有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
杰瑞能源服务有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
构造与油气资源教育部重点实验室,高校/科研院所,高校科研关键词:实验室,5,1,0,,,
构造与油气资源重点实验室,高校/科研院所,高校科研关键词:实验室,20,2,0,,,
构造成矿成藏国土资源部重点实验室,高校/科研院所,高校科研关键词:实验室,2,1,0,,,
林奈大学,高校/科研院所,高校强特征:大学,13,3,0,,,
林德工程有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
林雪平大学,高校/科研院所,高校强特征:大学,7,3,0,,,
枣庄学院,高校/科研院所,高校强特征:学院,9,2,0,,,
柏林工业大学,高校/科研院所,高校强特征:大学,41,3,0,,,
柏林洪堡大学,高校/科研院所,高校强特征:大学,1,1,0,,,
柏林自由大学,高校/科研院所,高校强特征:大学,17,3,0,,,
查尔姆斯理工大学,高校/科研院所,高校强特征:大学,132,3,0,,,
查理大学,高校/科研院所,高校强特征:大学,15,2,0,,,
核工业230研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
核工业二0三研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
核工业二奥三研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
核工业北京地质研究院,高校/科研院所,高校科研关键词:研究院,4,2,0,,,
核工业部北京地质研究院,高校/科研院所,高校科研关键词:研究院,1,1,0,,,
核资源与环境教育部重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
根特大学,高校/科研院所,高校强特征:大学,151,3,0,,,
格但斯克理工大学,高校/科研院所,高校强特征:大学,22,3,0,,,
格勒诺布尔-阿尔卑斯大学,高校/科研院所,高校强特征:大学,28,3,0,,,
格拉斯哥大学,高校/科研院所,高校强特征:大学,32,3,0,,,
格拉纳达大学,高校/科研院所,高校强特征:大学,39,3,0,,,
格拉茨大学,高校/科研院所,高校强特征:大学,6,1,0,,,
格拉茨工业大学,高校/科研院所,高校强特征:大学,45,3,0,,,
格罗宁根大学,高校/科研院所,高校强特征:大学,52,3,0,,,
格里菲斯大学,高校/科研院所,高校强特征:大学,13,3,0,,,
桂林理工大学,高校/科研院所,高校强特征:大学,44,3,0,,,
桂林理工大学地球科,高校/科研院所,高校强特征:大学,7,1,0,,,
桂林电子科技大学,高校/科研院所,高校强特征:大学,20,3,0,,,
桑坦德工业大学,高校/科研院所,高校强特征:大学,43,3,0,,,
桑迪亚国家实验室,高校/科研院所,高校科研关键词:实验室,61,3,0,,,
梅普科施伦克工程学院,高校/科研院所,高校强特征:学院,4,2,0,,,
梨花女子大学,高校/科研院所,高校强特征:大学,20,3,0,,,
棉花堡大学,高校/科研院所,高校强特征:大学,4,2,0,,,
森科能源公司,企业研发中心,企业关键词:公司,11,3,0,,,
榆林学院,高校/科研院所,高校强特征:学院,30,3,0,,,
横滨国立大学,高校/科研院所,高校强特征:大学,21,3,0,,,
橡树岭国家实验室,高校/科研院所,高校科研关键词:实验室,115,3,0,,,
檀国大学,高校/科研院所,高校强特征:大学,17,2,0,,,
欧洲共同体委员会,其他,未命中规则,2,1,0,,,
欧盟委员会,其他,未命中规则,8,3,0,,,
武汉亿斯达工具有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
武汉地质矿产研究所,高校/科研院所,高校科研关键词:研究所,3,1,0,,,
武汉地质调查中心,其他,未命中规则,1,1,0,,,
武汉大学,高校/科研院所,高校强特征:大学,154,3,1,79,0.158322,特色细分型
武汉大学化学与分子科,高校/科研院所,高校强特征:大学,2,1,0,,,
武汉大学物理科,高校/科研院所,高校强特征:大学,3,1,0,,,
武汉工程大学,高校/科研院所,高校强特征:大学,77,3,0,,,
武汉炼化工程设计有限责任公司,企业研发中心,企业关键词:公司,1,1,0,,,
武汉理工大学,高校/科研院所,高校强特征:大学,145,3,1,59,0.180773,特色细分型
武汉理工大学力学博士后流动站,高校/科研院所,高校强特征:大学,1,1,0,,,
武汉理工大学化学化工与生命科,高校/科研院所,高校强特征:大学,1,1,0,,,
武汉科技大学,高校/科研院所,高校强特征:大学,67,3,0,,,
武汉科林精细化工有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
武汉纺织大学,高校/科研院所,高校强特征:大学,43,3,0,,,
武汉轻工大学,高校/科研院所,高校强特征:大学,16,3,0,,,
武汉金中石化工程有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
比勒陀利亚大学,高校/科研院所,高校强特征:大学,19,3,0,,,
比尔拉理工与科学学院,高校/科研院所,高校强特征:学院,7,2,0,,,
比拉理工与科学学院皮拉尼分校,高校/科研院所,高校强特征:学院,3,1,0,,,
比萨大学,高校/科研院所,高校强特征:大学,31,3,0,,,
毕尔肯大学,高校/科研院所,高校强特征:大学,2,1,0,,,
毕节学院,高校/科研院所,高校强特征:学院,1,1,0,,,
毛拉阿扎德国立理工学院,高校/科研院所,高校强特征:学院,4,2,0,,,
民政部国家减灾中心,其他,未命中规则,1,1,0,,,
气体能源开发与利用教育部工程研究中心,高校/科研院所,高校科研关键词:研究中心,1,1,0,,,
水能资源利用关键技术湖南省重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
汉堡大学,高校/科研院所,高校强特征:大学,35,3,0,,,
汉堡工业大学,高校/科研院所,高校强特征:大学,14,3,0,,,
汉特-曼西斯克州国有地下资源合理利用分析研究中心,高校/科研院所,高校科研关键词:研究中心,1,1,0,,,
汉诺威莱布尼茨大学,高校/科研院所,高校强特征:大学,26,3,0,,,
汉阳大学,高校/科研院所,高校强特征:大学,144,3,0,,,
汕头大学,高校/科研院所,高校强特征:大学,19,1,0,,,
江南大学,高校/科研院所,高校强特征:大学,102,3,1,83,0.156832,特色细分型
江原国立大学,高校/科研院所,高校强特征:大学,40,3,0,,,
江汉井下测试公司塔里木分公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉大学,高校/科研院所,高校强特征:大学,21,3,0,,,
江汉大学教务处,高校/科研院所,高校强特征:大学,1,1,0,,,
江汉油田井下测试公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉油田分公司,企业研发中心,企业关键词:公司,8,1,0,,,
江汉油田勘探开发研究院,企业研发中心,企业关键词:油田,2,1,0,,,
江汉油田测录井石油分公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉油田清河采油厂,企业研发中心,企业关键词:油田,4,1,0,,,
江汉油田荆州采油厂,企业研发中心,企业关键词:油田,3,1,0,,,
江汉油田钻井一公司泥浆公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉油田钻井二公司,企业研发中心,企业关键词:公司,2,1,0,,,
江汉石油工程有限公司国际合作公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉石油管理局地球物理勘探公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉石油管理局测录井工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉石油管理局钻井一公司,企业研发中心,企业关键词:公司,2,1,0,,,
江汉石油管理局钻井二公司,企业研发中心,企业关键词:公司,1,1,0,,,
江汉石油钻头股份有限公司,企业研发中心,企业关键词:公司,5,1,0,,,
江苏大学,高校/科研院所,高校强特征:大学,237,3,1,42,0.205556,中坚创新型
江苏大学职工医院,高校/科研院所,高校强特征:大学,1,1,0,,,
江苏工业学院,高校/科研院所,高校强特征:学院,1,1,0,,,
江苏新华安全科学技术发展有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏晶晶新材料有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏沙河抽水蓄能发电有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏油田井下作业处,企业研发中心,企业关键词:油田,9,1,0,,,
江苏油田分公司,企业研发中心,企业关键词:公司,14,1,0,,,
江苏油田勘探局地质测井处,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田地质测井处,企业研发中心,企业关键词:油田,5,1,0,,,
江苏油田地质科,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田工程技术中心,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田工程院,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田石油工程技术研究井下作业处,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田石油工程技术研究油田化学室,企业研发中心,企业关键词:油田,2,1,0,,,
江苏油田石油工程技术研究院,企业研发中心,企业关键词:油田,3,1,0,,,
江苏油田试采一厂,企业研发中心,企业关键词:油田,3,1,0,,,
江苏油田试采二厂,企业研发中心,企业关键词:油田,1,1,0,,,
江苏油田钻井处,企业研发中心,企业关键词:油田,3,1,0,,,
江苏油田钻井工艺研究所,企业研发中心,企业关键词:油田,1,1,0,,,
江苏海特曼新材料有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏焱鑫科技股份有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏理工学院,高校/科研院所,高校强特征:学院,8,1,0,,,
江苏省扬州工业职业技术学院,高校/科研院所,高校强特征:学院,1,1,0,,,
江苏省扬州市江苏油田地质测井处,企业研发中心,企业关键词:油田,1,1,0,,,
江苏省格林艾普化工股份有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏省油气储运技术重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
江苏省流通现代化传感网工程技术研究开发中心,其他,未命中规则,1,1,0,,,
江苏省煤基克奥2捕集与地质储存重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
江苏省特种设备安全监督检验研究院,高校/科研院所,高校科研关键词:研究院,3,1,0,,,
江苏省环境与功能材料重点实验室,高校/科研院所,高校科研关键词:实验室,3,1,0,,,
江苏石油勘探局地质测井处,企业研发中心,企业关键词:勘探局,3,1,0,,,
江苏石油勘探局地质科,企业研发中心,企业关键词:勘探局,1,1,0,,,
江苏石油勘探局安徽公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏石油勘探局安徽石油勘探开发公司,企业研发中心,企业关键词:公司,2,1,0,,,
江苏石油勘探局钻井处,企业研发中心,企业关键词:勘探局,9,1,0,,,
江苏石油工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
江苏石油工程公司地质测井处,企业研发中心,企业关键词:公司,1,1,0,,,
江苏石油工程公司钻井处,企业研发中心,企业关键词:公司,1,1,0,,,
江苏石油工程有限公司安徽分公司,企业研发中心,企业关键词:公司,1,1,0,,,
